date,hour,actual,predicted,xgb_residual_pred,predicted_corrected,naive
2018-02-10,15,30970.0,32361.3,88.76407,32450.064068603515,34608.0
2018-02-10,16,30860.0,32453.887,100.08492,32553.971922790526,34581.0
2018-02-10,17,31376.0,33512.29,100.08492,33612.37492279053,35244.0
2018-02-10,18,32539.0,35111.957,100.08492,35212.04192279053,36730.0
2018-02-10,19,32732.0,36163.883,100.08492,36263.96792279053,37297.0
2018-02-10,20,32111.0,36025.22,42.68669,36067.90669128418,36609.0
2018-02-10,21,31305.0,35428.496,42.68669,35471.18269128418,35697.0
2018-02-10,22,30173.0,34241.6,-162.62605,34078.97394714355,34466.0
2018-02-10,23,28714.0,32506.23,-317.00473,32189.22526977539,32648.0
2018-02-11,0,27078.0,27244.473,-317.00473,26927.468269775392,30759.0
2018-02-11,1,25692.0,25990.895,-317.00473,25673.89026977539,29278.0
2018-02-11,2,24842.0,25246.902,-317.00473,24929.89726977539,28409.0
2018-02-11,3,24303.0,24809.117,-317.00473,24492.11226977539,27947.0
2018-02-11,4,24083.0,24653.965,-333.01907,24320.945926513672,27798.0
2018-02-11,5,24150.0,25157.459,-314.5269,24842.93211401367,28016.0
2018-02-11,6,24640.0,26507.645,-314.5269,26193.118114013672,28686.0
2018-02-11,7,25602.0,28524.229,-325.6957,28198.533290771484,29853.0
2018-02-11,8,26503.0,29978.121,-333.01907,29645.10192651367,30712.0
2018-02-11,9,27773.0,30443.887,-317.00473,30126.88226977539,31597.0
2018-02-11,10,28876.0,30409.098,-183.14241,30225.95558972168,31833.0
2018-02-11,11,29490.0,30200.98,53.07136,30254.051361541748,31829.0
2018-02-11,12,29798.0,29747.121,33.16715,29780.288148590087,31680.0
2018-02-11,13,29818.0,29543.879,-38.97501,29504.903990081788,31493.0
2018-02-11,14,29590.0,29490.09,-47.999855,29442.090144958496,31251.0
2018-02-11,15,29220.0,29279.738,-51.379955,29228.358044708253,30970.0
2018-02-11,16,29091.0,29559.367,-60.822075,29498.54492510986,30860.0
2018-02-11,17,29583.0,30688.746,-51.379955,30637.36604470825,31376.0
2018-02-11,18,30962.0,32239.195,-51.379955,32187.81504470825,32539.0
2018-02-11,19,31620.0,33074.523,-51.379955,33023.14304470825,32732.0
2018-02-11,20,31145.0,32956.68,-35.367306,32921.312694244385,32111.0
2018-02-11,21,30272.0,32297.803,-35.367306,32262.435694244385,31305.0
2018-02-11,22,28853.0,31042.57,-35.367306,31007.202694244384,30173.0
2018-02-11,23,27094.0,29347.09,-35.367306,29311.722694244385,28714.0
2018-02-12,0,25302.0,25725.27,-35.367306,25689.902694244385,27078.0
2018-02-12,1,23986.0,24370.09,-35.367306,24334.722694244385,25692.0
2018-02-12,2,23197.0,23702.639,-35.367306,23667.271694244384,24842.0
2018-02-12,3,22871.0,23550.154,-59.763752,23490.390248016356,24303.0
2018-02-12,4,22929.0,23655.152,54.338192,23709.490191986082,24083.0
2018-02-12,5,23751.0,24462.184,100.08492,24562.26892279053,24150.0
2018-02-12,6,25945.0,26477.57,79.568565,26557.138565368652,24640.0
2018-02-12,7,29602.0,29109.57,120.684845,29230.254844970703,25602.0
2018-02-12,8,31813.0,30879.69,101.39061,30981.08060974121,26503.0
2018-02-12,9,32458.0,31435.055,130.85056,31565.905555419922,27773.0
2018-02-12,10,32862.0,31345.29,106.88837,31452.17836669922,28876.0
2018-02-12,11,33219.0,31099.46,113.39196,31212.851960144042,29490.0
2018-02-12,12,33252.0,30714.012,113.39196,30827.40396014404,29798.0
2018-02-12,13,32454.0,30364.348,116.23428,30480.582283447267,29818.0
2018-02-12,14,31382.0,30100.137,91.06377,30191.20076647949,29590.0
2018-02-12,15,30524.0,29667.547,64.538826,29732.08582598877,29220.0
2018-02-12,16,30713.0,29646.104,32.110107,29678.214107421874,29091.0
2018-02-12,17,31601.0,30687.45,6.1224823,30693.572482299805,29583.0
2018-02-12,18,33745.0,32020.203,32.110107,32052.313107421876,30962.0
2018-02-12,19,35481.0,32610.979,30.484673,32641.463672546386,31620.0
2018-02-12,20,35517.0,32413.209,31.038025,32444.247024902343,31145.0
2018-02-12,21,35013.0,31577.48,142.17372,31719.653721313476,30272.0
2018-02-12,22,33901.0,30269.996,141.85931,30411.855313964843,28853.0
2018-02-12,23,31957.0,28480.99,52.414696,28533.404695739748,27094.0
2018-02-13,0,30098.0,30089.75,41.735054,30131.485054016113,25302.0
2018-02-13,1,29033.0,28583.346,36.26677,28619.61276940918,23986.0
2018-02-13,2,28599.0,27546.402,41.833767,27588.235766937254,23197.0
2018-02-13,3,28574.0,27236.916,86.1933,27323.109298339845,22871.0
2018-02-13,4,28891.0,27230.984,145.1453,27376.129294189454,22929.0
2018-02-13,5,30013.0,27972.305,427.3408,28399.645789794922,23751.0
2018-02-13,6,32493.0,30247.588,330.94153,30578.529528320312,25945.0
2018-02-13,7,36110.0,33191.223,320.72708,33511.950081298826,29602.0
2018-02-13,8,37417.0,35313.19,338.32806,35651.518063964846,31813.0
2018-02-13,9,36171.0,35812.465,145.1453,35957.61029418945,32458.0
2018-02-13,10,34771.0,35638.37,40.866142,35679.23614227295,32862.0
2018-02-13,11,33734.0,35396.656,36.26677,35432.92276940918,33219.0
2018-02-13,12,32841.0,34855.414,131.7699,34987.183897460935,33252.0
2018-02-13,13,32075.0,34533.17,123.79361,34656.96360961914,32454.0
2018-02-13,14,31705.0,34101.992,11.483492,34113.47549189758,31382.0
2018-02-13,15,31677.0,33706.086,-15.963585,33690.1224151001,30524.0
2018-02-13,16,32391.0,33835.203,39.441048,33874.64404766846,30713.0
2018-02-13,17,33736.0,34928.36,39.441048,34967.80104766846,31601.0
2018-02-13,18,35810.0,36674.15,-6.498485,36667.65151491165,33745.0
2018-02-13,19,37134.0,37693.895,120.73774,37814.632739562985,35481.0
2018-02-13,20,36811.0,37707.44,131.7699,37839.20989746094,35517.0
2018-02-13,21,36078.0,37087.344,141.30597,37228.64996923828,35013.0
2018-02-13,22,34484.0,35677.086,141.85931,35818.94531396485,33901.0
2018-02-13,23,32277.0,33625.727,118.636986,33744.36398577881,31957.0
2018-02-14,0,30254.0,30441.36,153.72076,30595.080764160157,30098.0
2018-02-14,1,28793.0,29101.156,155.88443,29257.04042993164,29033.0
2018-02-14,2,28070.0,28296.184,148.15381,28444.33780859375,28599.0
2018-02-14,3,27789.0,28164.387,148.15381,28312.54080859375,28574.0
2018-02-14,4,27910.0,28355.844,148.15381,28503.99780859375,28891.0
2018-02-14,5,28679.0,29181.762,166.9166,29348.678595458983,30013.0
2018-02-14,6,30857.0,31448.37,148.15381,31596.52380859375,32493.0
2018-02-14,7,34195.0,34517.055,104.192566,34621.24756591797,36110.0
2018-02-14,8,35419.0,36327.203,104.192566,36431.39556591797,37417.0
2018-02-14,9,34699.0,36382.867,155.88443,36538.75142993164,36171.0
2018-02-14,10,33482.0,35751.4,47.98312,35799.3831199646,34771.0
2018-02-14,11,32621.0,35082.61,113.39196,35196.00196014404,33734.0
2018-02-14,12,31842.0,34442.645,120.684845,34563.3298449707,32841.0
2018-02-14,13,31153.0,33895.645,117.048805,34012.69380523681,32075.0
2018-02-14,14,30839.0,33423.555,63.611256,33487.16625564575,31705.0
2018-02-14,15,30606.0,32867.297,111.35716,32978.654162475585,31677.0
2018-02-14,16,30769.0,32874.758,63.38798,32938.1459814148,32391.0
2018-02-14,17,31579.0,34044.594,75.854935,34120.44893469238,33736.0
2018-02-14,18,33303.0,35907.477,63.611256,35971.08825564575,35810.0
2018-02-14,19,34248.0,36923.22,142.9275,37066.147505493165,37134.0
2018-02-14,20,33723.0,36700.414,120.684845,36821.0988449707,36811.0
2018-02-14,21,32894.0,36086.28,139.44011,36225.72010925293,36078.0
2018-02-14,22,31480.0,34781.5,139.44011,34920.94010925293,34484.0
2018-02-14,23,29354.0,32607.55,120.684845,32728.234844970702,32277.0
2018-02-15,0,27390.0,27475.164,132.71996,27607.883955444337,30254.0
2018-02-15,1,25980.0,26196.684,107.26129,26303.945291503907,28793.0
2018-02-15,2,25162.0,25608.295,115.43148,25723.726480407713,28070.0
2018-02-15,3,24731.0,25691.629,126.600296,25818.22929602051,27789.0
2018-02-15,4,24686.0,26113.145,102.56272,26215.707721252442,27910.0
2018-02-15,5,25354.0,27264.578,84.07053,27348.648533752443,28679.0
2018-02-15,6,27262.0,29567.941,45.16449,29613.105489746093,30857.0
2018-02-15,7,30424.0,32696.086,38.861275,32734.947274719238,34195.0
2018-02-15,8,31802.0,34560.18,33.99568,34594.175681762696,35419.0
2018-02-15,9,31720.0,34548.176,26.67231,34574.84830987549,34699.0
2018-02-15,10,31390.0,33919.535,61.594616,33981.12961593628,33482.0
2018-02-15,11,31056.0,33253.082,88.76407,33341.84606860352,32621.0
2018-02-15,12,30707.0,32643.879,11.231241,32655.110241226197,31842.0
2018-02-15,13,30442.0,32193.484,-69.76924,32123.714758666993,31153.0
2018-02-15,14,29943.0,31796.232,-48.253662,31747.978337890625,30839.0
2018-02-15,15,29572.0,31265.547,-67.47479,31198.07220751953,30606.0
2018-02-15,16,29398.0,30957.076,-72.09102,30884.984981323243,30769.0
2018-02-15,17,29669.0,31903.793,-67.47479,31836.318207519533,31579.0
2018-02-15,18,31074.0,33367.266,-48.253662,33319.01233789063,33303.0
2018-02-15,19,32135.0,33989.938,23.558504,34013.496504104616,34248.0
2018-02-15,20,31772.0,33738.85,23.558504,33762.40850410461,33723.0
2018-02-15,21,30882.0,33125.586,23.558504,33149.14450410462,32894.0
2018-02-15,22,29394.0,31998.793,58.610943,32057.403942840578,31480.0
2018-02-15,23,27376.0,30062.547,23.558504,30086.105504104613,29354.0
2018-02-16,0,25438.0,25919.004,32.04841,25951.0524085083,27390.0
2018-02-16,1,23927.0,24574.465,19.557684,24594.022683944702,25980.0
2018-02-16,2,23073.0,23869.777,23.558504,23893.335504104612,25162.0
2018-02-16,3,22578.0,23699.629,-10.533491,23689.095508865357,24731.0
2018-02-16,4,22556.0,24012.816,-14.310992,23998.505007759093,24686.0
2018-02-16,5,23088.0,25199.762,-47.999855,25151.762144958495,25354.0
2018-02-16,6,24678.0,27285.26,-57.44197,27227.818029174803,27262.0
2018-02-16,7,27515.0,30063.172,-57.44197,30005.730029174803,30424.0
2018-02-16,8,29296.0,31781.113,-22.70678,31758.40622052002,31802.0
2018-02-16,9,29855.0,31858.953,-22.70678,31836.24622052002,31720.0
2018-02-16,10,30086.0,31301.105,-16.782282,31284.32271812439,31390.0
2018-02-16,11,30164.0,30813.824,11.231241,30825.055241226197,31056.0
2018-02-16,12,30102.0,30305.621,11.231241,30316.852241226195,30707.0
2018-02-16,13,29974.0,29911.77,-29.109543,29882.66045715332,30442.0
2018-02-16,14,30030.0,29525.545,11.231241,29536.776241226195,29943.0
2018-02-16,15,30059.0,29252.379,38.876522,29291.25552206421,29572.0
2018-02-16,16,30079.0,29238.594,107.01301,29345.607008117677,29398.0
2018-02-16,17,30618.0,30217.654,79.568565,30297.22256536865,29669.0
2018-02-16,18,31830.0,31783.078,108.44015,31891.518147399904,31074.0
2018-02-16,19,32420.0,32538.72,131.85365,32670.573652954103,32135.0
2018-02-16,20,32079.0,32576.523,113.36147,32689.884473083497,31772.0
2018-02-16,21,31556.0,32080.305,124.46714,32204.772140197754,30882.0
2018-02-16,22,30696.0,31065.422,8.078966,31073.500966140746,29394.0
2018-02-16,23,29398.0,29620.799,91.06377,29711.86276647949,27376.0
2018-02-17,0,28029.0,27910.672,141.62038,28052.292376586913,25438.0
2018-02-17,1,27015.0,26674.117,141.85931,26815.976313964842,23927.0
2018-02-17,2,26460.0,25766.738,120.7961,25887.53409680176,23073.0
2018-02-17,3,26252.0,25204.672,51.82448,25256.496478149413,22578.0
2018-02-17,4,26449.0,25083.035,67.09288,25150.127880249023,22556.0
2018-02-17,5,27004.0,25524.955,68.32046,25593.275457458498,23088.0
2018-02-17,6,28089.0,26889.586,156.04001,27045.62600854492,24678.0
2018-02-17,7,29605.0,28737.242,152.71425,28889.956248657225,27515.0
2018-02-17,8,30625.0,30114.973,116.63854,30231.611542175295,29296.0
2018-02-17,9,30923.0,30570.36,75.26994,30645.629943237305,29855.0
2018-02-17,10,30550.0,30589.676,36.26677,30625.94276940918,30086.0
2018-02-17,11,29943.0,30487.934,141.30597,30629.239969238282,30164.0
2018-02-17,12,29231.0,30119.238,142.17372,30261.411721313478,30102.0
2018-02-17,13,29099.0,29841.91,64.538826,29906.44882598877,29974.0
2018-02-17,14,30009.0,29543.65,32.110107,29575.760107421876,30030.0
2018-02-17,15,30706.0,29313.637,28.604208,29342.241207992553,30059.0
2018-02-17,16,31324.0,29444.773,14.807732,29459.58073162842,30079.0
2018-02-17,17,32493.0,30348.32,27.11454,30375.434540100097,30618.0
2018-02-17,18,34057.0,31976.148,116.23428,32092.382283447267,31830.0
2018-02-17,19,34848.0,32948.25,34.55956,32982.80955886841,32420.0
2018-02-17,20,34569.0,33010.53,65.64605,33076.17604949951,32079.0
2018-02-17,21,33893.0,32503.645,-169.97328,32333.67171813965,31556.0
2018-02-17,22,32747.0,31338.719,-280.75552,31057.96347631836,30696.0
2018-02-17,23,31161.0,29603.32,-280.75552,29322.56447631836,29398.0
2018-02-18,0,29493.0,29558.447,-247.59245,29310.85454699707,28029.0
2018-02-18,1,28120.0,28323.98,8.247807,28332.227806549072,27015.0
2018-02-18,2,27296.0,27410.234,65.64605,27475.880049499512,26460.0
2018-02-18,3,26842.0,26898.672,76.67821,26975.35020739746,26252.0
2018-02-18,4,26701.0,26683.947,76.67821,26760.62520739746,26449.0
2018-02-18,5,26922.0,26788.566,104.192566,26892.758565917968,27004.0
2018-02-18,6,27615.0,27882.74,104.192566,27986.93256591797,28089.0
2018-02-18,7,28585.0,29475.268,104.192566,29579.46056591797,29605.0
2018-02-18,8,29164.0,30556.898,139.97461,30696.872609375,30625.0
2018-02-18,9,29711.0,30948.895,166.9166,31115.811595458985,30923.0
2018-02-18,10,29836.0,30961.207,155.88443,31117.09142993164,30550.0
2018-02-18,11,29480.0,30891.148,7.8156943,30898.963694332124,29943.0
2018-02-18,12,28822.0,30799.258,47.173943,30846.43194256592,29231.0
2018-02-18,13,28146.0,30784.895,58.995583,30843.890582580567,29099.0
2018-02-18,14,27456.0,30738.652,31.541262,30770.193261672972,30009.0
2018-02-18,15,26978.0,30618.008,-106.32282,30511.6851774292,30706.0
2018-02-18,16,26998.0,30912.209,-127.22055,30784.98844946289,31324.0
2018-02-18,17,27939.0,31951.09,-127.22055,31823.86944946289,32493.0
2018-02-18,18,29899.0,33525.246,131.7587,33657.004697509765,34057.0
2018-02-18,19,32022.0,34390.906,-35.264072,34355.64192758179,34848.0
2018-02-18,20,32228.0,34294.86,142.6886,34437.54859863281,34569.0
2018-02-18,21,31944.0,33732.67,148.15381,33880.82380859375,33893.0
2018-02-18,22,31228.0,32580.766,112.5142,32693.280198303222,32747.0
2018-02-18,23,29984.0,30846.709,15.577255,30862.286255249022,31161.0
2018-02-19,0,28793.0,28273.613,23.156754,28296.76975354004,29493.0
2018-02-19,1,27940.0,27132.07,112.5142,27244.584198303222,28120.0
2018-02-19,2,27450.0,26434.207,127.09057,26561.29756854248,27296.0
2018-02-19,3,27222.0,26110.71,59.914772,26170.62477203369,26842.0
2018-02-19,4,27270.0,26281.79,127.09057,26408.88056854248,26701.0
2018-02-19,5,27878.0,26949.732,148.15381,27097.88580859375,26922.0
2018-02-19,6,29425.0,28850.254,155.88443,29006.13842993164,27615.0
2018-02-19,7,31463.0,31306.352,93.1604,31399.512400390624,28585.0
2018-02-19,8,32662.0,32859.477,68.49902,32927.9760234375,29164.0
2018-02-19,9,33025.0,33014.945,34.55956,33049.50455886841,29711.0
2018-02-19,10,32984.0,32535.941,101.8928,32637.83379937744,29836.0
2018-02-19,11,33175.0,31911.908,131.7587,32043.666697509765,29480.0
2018-02-19,12,33369.0,31559.383,63.611256,31622.994255645754,28822.0
2018-02-19,13,33205.0,31243.441,63.611256,31307.05225564575,28146.0
2018-02-19,14,33046.0,30922.12,93.75025,31015.87025177002,27456.0
2018-02-19,15,32794.0,30539.406,93.75025,30633.15625177002,26978.0
2018-02-19,16,32737.0,30466.984,63.611256,30530.595255645752,26998.0
2018-02-19,17,33152.0,31429.164,63.611256,31492.775255645753,27939.0
2018-02-19,18,34356.0,32954.613,63.611256,33018.22425564575,29899.0
2018-02-19,19,34852.0,33996.594,84.402565,34080.99656500244,32022.0
2018-02-19,20,34241.0,34154.74,102.56272,34257.30272125244,32228.0
2018-02-19,21,33154.0,33767.39,100.08492,33867.47492279053,31944.0
2018-02-19,22,31389.0,32701.176,100.08492,32801.26092279053,31228.0
2018-02-19,23,29164.0,30919.488,61.594616,30981.08261593628,29984.0
2018-02-20,0,27114.0,27463.465,42.68669,27506.15169128418,28793.0
2018-02-20,1,25608.0,26156.676,42.68669,26199.36269128418,27940.0
2018-02-20,2,24789.0,25468.701,42.68669,25511.38769128418,27450.0
2018-02-20,3,24367.0,25373.266,42.68669,25415.95269128418,27222.0
2018-02-20,4,24304.0,25645.578,74.88956,25720.467556884767,27270.0
2018-02-20,5,24982.0,26462.453,74.88956,26537.342556884767,27878.0
2018-02-20,6,26866.0,28466.115,74.88956,28541.004556884767,29425.0
2018-02-20,7,29980.0,31165.219,54.983143,31220.202142852784,31463.0
2018-02-20,8,31297.0,32717.482,74.88956,32792.37155688477,32662.0
2018-02-20,9,31238.0,32787.46,74.88956,32862.349556884765,33025.0
2018-02-20,10,30646.0,32292.242,34.27305,32326.515048400877,32984.0
2018-02-20,11,30187.0,31756.453,23.558504,31780.011504104616,33175.0
2018-02-20,12,29477.0,31461.17,-16.782282,31444.387718124388,33369.0
2018-02-20,13,28637.0,31107.645,-73.149345,31034.49565460205,33205.0
2018-02-20,14,28438.0,30829.67,-75.858154,30753.811845703123,33046.0
2018-02-20,15,28419.0,30611.447,-33.221107,30578.22589251709,32794.0
2018-02-20,16,28633.0,30688.922,103.28938,30792.21138293457,32737.0
2018-02-20,17,29209.0,31781.312,29.019535,31810.3315350647,33152.0
2018-02-20,18,30271.0,33166.312,-38.47476,33127.837241851805,34356.0
2018-02-20,19,31753.0,34048.676,-85.79423,33962.8817723999,34852.0
2018-02-20,20,31431.0,34065.95,-57.136692,34008.81330795288,34241.0
2018-02-20,21,30486.0,33559.82,-50.16492,33509.655079193115,33154.0
2018-02-20,22,28855.0,32360.848,-47.999855,32312.848144958498,31389.0
2018-02-20,23,26720.0,30379.979,-47.999855,30331.979144958495,29164.0
2018-02-21,0,24692.0,25115.312,-47.999855,25067.312144958498,27114.0
2018-02-21,1,23205.0,23831.973,-47.999855,23783.973144958498,25608.0
2018-02-21,2,22453.0,23234.762,-47.999855,23186.762144958495,24789.0
2018-02-21,3,22039.0,23257.281,-47.999855,23209.281144958495,24367.0
2018-02-21,4,21981.0,23653.586,-47.999855,23605.586144958495,24304.0
2018-02-21,5,22615.0,24482.904,-47.999855,24434.904144958495,24982.0
2018-02-21,6,24492.0,26616.543,-47.999855,26568.543144958498,26866.0
2018-02-21,7,27643.0,29458.96,-47.999855,29410.960144958495,29980.0
2018-02-21,8,29136.0,31161.758,-47.999855,31113.758144958498,31297.0
2018-02-21,9,29279.0,31354.535,-51.379955,31303.15504470825,31238.0
2018-02-21,10,29211.0,30917.582,-35.367306,30882.214694244383,30646.0
2018-02-21,11,28750.0,30581.684,-50.16492,30531.519079193116,30187.0
2018-02-21,12,28595.0,30285.668,-23.73332,30261.934679763795,29477.0
2018-02-21,13,28648.0,29972.549,26.37171,29998.920709823607,28637.0
2018-02-21,14,28904.0,29822.715,46.78929,29869.504291381836,28438.0
2018-02-21,15,29116.0,29725.648,52.64272,29778.2907192688,28419.0
2018-02-21,16,29408.0,29762.037,52.64272,29814.6797192688,28633.0
2018-02-21,17,30091.0,30683.295,46.78929,30730.084291381834,29209.0
2018-02-21,18,31019.0,32070.037,37.555634,32107.592633544922,30271.0
2018-02-21,19,32214.0,32917.164,-37.445076,32879.71892401123,31753.0
2018-02-21,20,31775.0,32893.75,-0.03868568,32893.711314320564,31431.0
2018-02-21,21,30755.0,32320.184,22.128405,32342.31240461731,30486.0
2018-02-21,22,29000.0,31003.031,2.2279553,31005.258955341338,28855.0
2018-02-21,23,26719.0,28935.674,-35.367306,28900.306694244384,26720.0
2018-02-22,0,24617.0,24909.26,11.231241,24920.491241226195,24692.0
2018-02-22,1,23120.0,23595.479,17.060532,23612.53953161621,23205.0
2018-02-22,2,22241.0,23011.605,96.64624,23108.251240234375,22453.0
2018-02-22,3,21697.0,23025.262,84.402565,23109.66456500244,22039.0
2018-02-22,4,21639.0,23525.088,63.611256,23588.69925564575,21981.0
2018-02-22,5,22244.0,24523.555,99.16192,24622.716918640137,22615.0
2018-02-22,6,24077.0,26599.04,18.369068,26617.409068145753,24492.0
2018-02-22,7,27415.0,29290.277,92.59222,29382.869216491697,27643.0
2018-02-22,8,29337.0,31092.762,91.055695,31183.817694580077,29136.0
2018-02-22,9,30019.0,31341.5,63.611256,31405.111255645752,29279.0
2018-02-22,10,30465.0,31007.85,106.22461,31114.074609375,29211.0
2018-02-22,11,30836.0,30725.438,143.88878,30869.32677868652,28750.0
2018-02-22,12,31009.0,30531.947,107.26129,30639.208291503906,28595.0
2018-02-22,13,31060.0,30306.436,107.26129,30413.697291503908,28648.0
2018-02-22,14,31183.0,30081.273,107.26129,30188.534291503907,28904.0
2018-02-22,15,31287.0,29941.375,107.26129,30048.636291503906,29116.0
2018-02-22,16,31627.0,30007.756,107.26129,30115.017291503907,29408.0
2018-02-22,17,32431.0,30850.803,93.46481,30944.26781323242,30091.0
2018-02-22,18,33546.0,32054.664,99.96841,32154.632406677247,31019.0
2018-02-22,19,34250.0,32871.348,88.469246,32959.81724591064,32214.0
2018-02-22,20,33950.0,32839.75,99.96841,32939.718406677246,31775.0
2018-02-22,21,33169.0,32170.68,93.76173,32264.441726379395,30755.0
2018-02-22,22,31733.0,30978.457,93.76173,31072.218726379393,29000.0
2018-02-22,23,29669.0,29086.543,15.255781,29101.798781173708,26719.0
2018-02-23,0,27776.0,27846.543,15.255781,27861.798781173708,24617.0
2018-02-23,1,26418.0,26367.457,15.255781,26382.712781173705,23120.0
2018-02-23,2,25598.0,25430.594,15.255781,25445.849781173707,22241.0
2018-02-23,3,25298.0,25023.352,20.089788,25043.44178843689,21697.0
2018-02-23,4,25397.0,25135.625,20.089788,25155.71478843689,21639.0
2018-02-23,5,26050.0,25903.34,20.089788,25923.42978843689,22244.0
2018-02-23,6,28158.0,27695.152,20.089788,27715.241788436888,24077.0
2018-02-23,7,31374.0,30303.863,39.393566,30343.256566131593,27415.0
2018-02-23,8,33114.0,32221.414,34.55956,32255.97355886841,29337.0
2018-02-23,9,33576.0,32607.848,34.55956,32642.40755886841,30019.0
2018-02-23,10,33713.0,32590.578,34.55956,32625.13755886841,30465.0
2018-02-23,11,33763.0,32520.766,-31.276917,32489.489083496093,30836.0
2018-02-23,12,33514.0,32534.504,93.76173,32628.265726379395,31009.0
2018-02-23,13,33185.0,32454.184,99.96841,32554.152406677247,31060.0
2018-02-23,14,32939.0,32349.805,88.469246,32438.274245910645,31183.0
2018-02-23,15,32615.0,32198.004,93.46481,32291.468813232423,31287.0
2018-02-23,16,32566.0,32198.256,146.64122,32344.897220092775,31627.0
2018-02-23,17,32925.0,33056.14,126.01656,33182.15656341553,32431.0
2018-02-23,18,33719.0,34175.055,127.885956,34302.94095581055,33546.0
2018-02-23,19,34011.0,34736.734,96.2595,34832.99349859619,34250.0
2018-02-23,20,33243.0,34523.992,73.322334,34597.31433428955,33950.0
2018-02-23,21,32300.0,33738.57,115.43148,33854.001480407715,33169.0
2018-02-23,22,30997.0,32592.54,115.43148,32707.971480407716,31733.0
2018-02-23,23,29215.0,30821.02,115.43148,30936.451480407715,29669.0
2018-02-24,0,27316.0,27640.414,34.83204,27675.246038879395,27776.0
2018-02-24,1,25835.0,26137.072,115.43148,26252.503480407715,26418.0
2018-02-24,2,24885.0,25231.621,115.43148,25347.052480407714,25598.0
2018-02-24,3,24302.0,24769.195,115.43148,24884.626480407715,25298.0
2018-02-24,4,24036.0,24621.781,76.941185,24698.722184997558,25397.0
2018-02-24,5,24160.0,24934.797,76.941185,25011.738184997557,26050.0
2018-02-24,6,24791.0,26173.184,76.941185,26250.12518499756,28158.0
2018-02-24,7,25854.0,27881.004,38.861275,27919.86527471924,31374.0
2018-02-24,8,26736.0,29103.387,58.033257,29161.42025653076,33114.0
2018-02-24,9,27818.0,29445.555,102.56272,29548.11772125244,33576.0
2018-02-24,10,28413.0,29394.703,117.04137,29511.74436657715,33713.0
2018-02-24,11,28970.0,29090.826,100.08492,29190.91092279053,33763.0
2018-02-24,12,29089.0,28706.145,79.25485,28785.399852294922,33514.0
2018-02-24,13,28897.0,28343.297,66.948105,28410.245104858397,33185.0
2018-02-24,14,28745.0,28096.168,81.83598,28178.00398327637,32939.0
2018-02-24,15,28482.0,27879.309,54.19072,27933.499719604493,32615.0
2018-02-24,16,28486.0,27947.023,66.948105,28013.9711048584,32566.0
2018-02-24,17,28921.0,28776.312,66.948105,28843.2601048584,32925.0
2018-02-24,18,29755.0,30112.678,81.83598,30194.513983276367,33719.0
2018-02-24,19,30427.0,30992.494,100.08492,31092.578922790526,34011.0
2018-02-24,20,29990.0,30944.953,79.568565,31024.521565368654,33243.0
2018-02-24,21,29378.0,30477.686,96.52501,30574.211009155275,32300.0
2018-02-24,22,28467.0,29467.84,84.07053,29551.91053375244,30997.0
2018-02-24,23,27135.0,28036.256,96.52501,28132.781009155275,29215.0
2018-02-25,0,25760.0,25633.45,102.56272,25736.012721252442,27316.0
2018-02-25,1,24539.0,24333.605,107.42831,24441.03330657959,25835.0
2018-02-25,2,23816.0,23508.027,107.42831,23615.455306579588,24885.0
2018-02-25,3,23360.0,23142.932,107.42831,23250.36030657959,24302.0
2018-02-25,4,23190.0,23028.492,126.600296,23155.092296020506,24036.0
2018-02-25,5,23345.0,23240.559,115.43148,23355.990480407716,24160.0
2018-02-25,6,23855.0,24412.812,73.322334,24486.134334289552,24791.0
2018-02-25,7,24810.0,26225.277,73.322334,26298.59933428955,25854.0
2018-02-25,8,25725.0,27489.531,73.322334,27562.85333428955,26736.0
2018-02-25,9,27102.0,28017.559,73.322334,28090.881334289552,27818.0
2018-02-25,10,28189.0,28216.64,58.033257,28274.67325653076,28413.0
2018-02-25,11,28796.0,28141.877,33.99568,28175.872681762696,28970.0
2018-02-25,12,28957.0,28057.693,33.99568,28091.688681762695,29089.0
2018-02-25,13,28934.0,28016.273,45.16449,28061.437489746095,28897.0
2018-02-25,14,28739.0,27925.887,66.09659,27991.983588134764,28745.0
2018-02-25,15,28462.0,27822.48,81.83598,27904.315983276367,28482.0
2018-02-25,16,28436.0,27988.742,59.46133,28048.203330413817,28486.0
2018-02-25,17,28962.0,28898.994,11.231241,28910.225241226195,28921.0
2018-02-25,18,30122.0,30349.555,23.558504,30373.113504104615,29755.0
2018-02-25,19,31237.0,31403.264,67.49277,31470.756767333984,30427.0
2018-02-25,20,31022.0,31381.285,-158.1241,31223.160900268555,29990.0
2018-02-25,21,30320.0,30792.484,-299.28418,30493.1998203125,29378.0
2018-02-25,22,28989.0,29698.645,-320.83014,29377.814860839844,28467.0
2018-02-25,23,27238.0,27811.963,-314.5269,27497.43611401367,27135.0
2018-02-26,0,25560.0,25647.945,-314.5269,25333.41811401367,25760.0
2018-02-26,1,24391.0,24252.697,-314.5269,23938.170114013672,24539.0
2018-02-26,2,23792.0,23447.152,-314.5269,23132.62511401367,23816.0
2018-02-26,3,23555.0,23130.473,-160.14827,22970.32473034668,23360.0
2018-02-26,4,23616.0,23196.537,91.39391,23287.930913269043,23190.0
2018-02-26,5,24485.0,23825.719,142.9275,23968.646505493165,23345.0
