date,hour,actual,predicted,naive
2017-04-12,7,25876.0,25610.898,25593.0
2017-04-12,8,27523.0,27397.023,27050.0
2017-04-12,9,28328.0,27779.229,27609.0
2017-04-12,10,28961.0,27918.875,27875.0
2017-04-12,11,29624.0,27867.703,28278.0
2017-04-12,12,29657.0,27751.213,28625.0
2017-04-12,13,29491.0,27649.176,29015.0
2017-04-12,14,29252.0,27585.191,29663.0
2017-04-12,15,29222.0,27482.934,30048.0
2017-04-12,16,29460.0,27527.754,30497.0
2017-04-12,17,29801.0,27676.832,31043.0
2017-04-12,18,30111.0,27757.727,31432.0
2017-04-12,19,29968.0,27816.73,31234.0
2017-04-12,20,30062.0,28650.254,31482.0
2017-04-12,21,30649.0,29161.04,32078.0
2017-04-12,22,29179.0,28094.227,30515.0
2017-04-12,23,26669.0,25972.582,27934.0
2017-04-13,0,24322.0,24462.29,25521.0
2017-04-13,1,22645.0,22792.195,23595.0
2017-04-13,2,21568.0,21822.133,22353.0
2017-04-13,3,20998.0,21179.732,21702.0
2017-04-13,4,20852.0,20975.049,21359.0
2017-04-13,5,21268.0,21585.488,21729.0
2017-04-13,6,22944.0,23315.855,23298.0
2017-04-13,7,25371.0,25985.16,25876.0
2017-04-13,8,26973.0,27829.965,27523.0
2017-04-13,9,27505.0,28332.328,28328.0
2017-04-13,10,27693.0,28507.602,28961.0
2017-04-13,11,27768.0,28458.934,29624.0
2017-04-13,12,27330.0,28277.52,29657.0
2017-04-13,13,27004.0,27999.152,29491.0
2017-04-13,14,26958.0,27726.986,29252.0
2017-04-13,15,26938.0,27541.316,29222.0
2017-04-13,16,27080.0,27596.688,29460.0
2017-04-13,17,27477.0,27793.822,29801.0
2017-04-13,18,27785.0,27977.887,30111.0
2017-04-13,19,27694.0,28083.752,29968.0
2017-04-13,20,28230.0,28605.633,30062.0
2017-04-13,21,28814.0,28927.492,30649.0
2017-04-13,22,27639.0,27800.605,29179.0
2017-04-13,23,25651.0,25865.445,26669.0
2017-04-14,0,23636.0,23817.826,24322.0
2017-04-14,1,22078.0,22402.156,22645.0
2017-04-14,2,21224.0,21539.766,21568.0
2017-04-14,3,20813.0,21079.37,20998.0
2017-04-14,4,20747.0,21133.879,20852.0
2017-04-14,5,21177.0,21788.875,21268.0
2017-04-14,6,22527.0,23265.992,22944.0
2017-04-14,7,24367.0,25534.17,25371.0
2017-04-14,8,25687.0,27182.613,26973.0
2017-04-14,9,26574.0,27650.664,27505.0
2017-04-14,10,26894.0,27600.588,27693.0
2017-04-14,11,26710.0,27200.846,27768.0
2017-04-14,12,26193.0,26831.998,27330.0
2017-04-14,13,25730.0,26349.734,27004.0
2017-04-14,14,25464.0,25805.95,26958.0
2017-04-14,15,25265.0,25507.72,26938.0
2017-04-14,16,25303.0,25462.617,27080.0
2017-04-14,17,25672.0,25849.988,27477.0
2017-04-14,18,26128.0,26209.031,27785.0
2017-04-14,19,26064.0,26311.195,27694.0
2017-04-14,20,26264.0,26719.684,28230.0
2017-04-14,21,27041.0,27218.152,28814.0
2017-04-14,22,26157.0,26466.71,27639.0
2017-04-14,23,24605.0,24924.805,25651.0
2017-04-15,0,22918.0,23003.889,23636.0
2017-04-15,1,21433.0,21748.664,22078.0
2017-04-15,2,20550.0,20944.172,21224.0
2017-04-15,3,20054.0,20429.488,20813.0
2017-04-15,4,19820.0,20462.863,20747.0
2017-04-15,5,19994.0,20738.43,21177.0
2017-04-15,6,20562.0,21543.227,22527.0
2017-04-15,7,21434.0,22743.553,24367.0
2017-04-15,8,22386.0,23804.78,25687.0
2017-04-15,9,23698.0,24481.258,26574.0
2017-04-15,10,24671.0,24859.617,26894.0
2017-04-15,11,25061.0,24696.6,26710.0
2017-04-15,12,24904.0,24300.672,26193.0
2017-04-15,13,24595.0,23952.52,25730.0
2017-04-15,14,24238.0,23511.414,25464.0
2017-04-15,15,24142.0,23221.918,25265.0
2017-04-15,16,24234.0,23215.844,25303.0
2017-04-15,17,24643.0,23649.438,25672.0
2017-04-15,18,25100.0,24125.164,26128.0
2017-04-15,19,25365.0,24591.752,26064.0
2017-04-15,20,25987.0,25290.855,26264.0
2017-04-15,21,26841.0,26197.312,27041.0
2017-04-15,22,26137.0,25798.078,26157.0
2017-04-15,23,24722.0,24390.146,24605.0
2017-04-16,0,23085.0,23109.445,22918.0
2017-04-16,1,21387.0,21845.346,21433.0
2017-04-16,2,20317.0,21053.785,20550.0
2017-04-16,3,19650.0,20557.605,20054.0
2017-04-16,4,19278.0,20401.518,19820.0
2017-04-16,5,19255.0,20585.125,19994.0
2017-04-16,6,19582.0,21442.998,20562.0
2017-04-16,7,20030.0,22738.613,21434.0
2017-04-16,8,20911.0,23854.996,22386.0
2017-04-16,9,22342.0,24592.18,23698.0
2017-04-16,10,23580.0,25064.805,24671.0
2017-04-16,11,24354.0,25217.762,25061.0
2017-04-16,12,25050.0,25232.717,24904.0
2017-04-16,13,25558.0,25389.4,24595.0
2017-04-16,14,26078.0,25412.652,24238.0
2017-04-16,15,26551.0,25414.875,24142.0
2017-04-16,16,26906.0,25718.848,24234.0
2017-04-16,17,27053.0,26321.762,24643.0
2017-04-16,18,27190.0,26904.373,25100.0
2017-04-16,19,27429.0,27658.932,25365.0
2017-04-16,20,27908.0,28733.621,25987.0
2017-04-16,21,29053.0,29627.648,26841.0
2017-04-16,22,28266.0,28975.39,26137.0
2017-04-16,23,26443.0,26894.062,24722.0
2017-04-17,0,24385.0,24620.684,23085.0
2017-04-17,1,22791.0,23106.0,21387.0
2017-04-17,2,21664.0,22174.8,20317.0
2017-04-17,3,20935.0,21723.52,19650.0
2017-04-17,4,20759.0,21514.758,19278.0
2017-04-17,5,21182.0,21985.879,19255.0
2017-04-17,6,22738.0,23586.043,19582.0
2017-04-17,7,24931.0,25825.297,20030.0
2017-04-17,8,26830.0,27279.414,20911.0
2017-04-17,9,28222.0,27656.697,22342.0
2017-04-17,10,28963.0,27581.36,23580.0
2017-04-17,11,29504.0,27610.527,24354.0
2017-04-17,12,29482.0,27474.066,25050.0
2017-04-17,13,29380.0,27548.73,25558.0
2017-04-17,14,29181.0,27607.525,26078.0
2017-04-17,15,28854.0,27488.11,26551.0
2017-04-17,16,28670.0,27665.0,26906.0
2017-04-17,17,28744.0,28081.73,27053.0
2017-04-17,18,28977.0,28210.672,27190.0
2017-04-17,19,28937.0,28409.004,27429.0
2017-04-17,20,29211.0,29065.812,27908.0
2017-04-17,21,29858.0,29589.941,29053.0
2017-04-17,22,28404.0,28491.328,28266.0
2017-04-17,23,25998.0,26044.05,26443.0
2017-04-18,0,23815.0,23785.309,24385.0
2017-04-18,1,22187.0,22094.326,22791.0
2017-04-18,2,21182.0,21030.488,21664.0
2017-04-18,3,20716.0,20561.605,20935.0
2017-04-18,4,20582.0,20390.312,20759.0
2017-04-18,5,21044.0,20817.236,21182.0
2017-04-18,6,22845.0,22480.488,22738.0
2017-04-18,7,25354.0,25002.5,24931.0
2017-04-18,8,26870.0,26707.477,26830.0
2017-04-18,9,27202.0,27256.281,28222.0
2017-04-18,10,27090.0,27371.637,28963.0
2017-04-18,11,27133.0,27741.463,29504.0
2017-04-18,12,27135.0,27865.816,29482.0
2017-04-18,13,27133.0,27982.176,29380.0
2017-04-18,14,27287.0,28067.305,29181.0
2017-04-18,15,27426.0,27967.006,28854.0
2017-04-18,16,27600.0,28120.4,28670.0
2017-04-18,17,27919.0,28404.639,28744.0
2017-04-18,18,28168.0,28389.262,28977.0
2017-04-18,19,28080.0,28311.34,28937.0
2017-04-18,20,28408.0,28799.805,29211.0
2017-04-18,21,29345.0,29424.09,29858.0
2017-04-18,22,28053.0,28268.527,28404.0
2017-04-18,23,25701.0,25867.809,25998.0
2017-04-19,0,23565.0,23446.064,23815.0
2017-04-19,1,22047.0,21860.49,22187.0
2017-04-19,2,21189.0,20822.129,21182.0
2017-04-19,3,20805.0,20238.541,20716.0
2017-04-19,4,20724.0,20096.74,20582.0
2017-04-19,5,21282.0,20484.11,21044.0
2017-04-19,6,23082.0,22104.693,22845.0
2017-04-19,7,25901.0,24594.002,25354.0
2017-04-19,8,27539.0,26367.41,26870.0
2017-04-19,9,27882.0,27093.45,27202.0
2017-04-19,10,27849.0,27399.707,27090.0
2017-04-19,11,27815.0,27933.375,27133.0
2017-04-19,12,27758.0,28323.916,27135.0
2017-04-19,13,27674.0,28490.752,27133.0
2017-04-19,14,27915.0,28720.184,27287.0
2017-04-19,15,27921.0,28843.406,27426.0
2017-04-19,16,28045.0,29088.281,27600.0
2017-04-19,17,28246.0,29424.08,27919.0
2017-04-19,18,28753.0,29442.58,28168.0
2017-04-19,19,28829.0,29316.82,28080.0
2017-04-19,20,29478.0,29701.957,28408.0
2017-04-19,21,29794.0,30359.742,29345.0
2017-04-19,22,28398.0,29228.652,28053.0
2017-04-19,23,26112.0,26726.754,25701.0
2017-04-20,0,23981.0,23871.408,23565.0
2017-04-20,1,22407.0,22261.656,22047.0
2017-04-20,2,21560.0,21314.076,21189.0
2017-04-20,3,21098.0,20778.41,20805.0
2017-04-20,4,20994.0,20710.639,20724.0
2017-04-20,5,21484.0,21138.887,21282.0
2017-04-20,6,23249.0,22892.219,23082.0
2017-04-20,7,26166.0,25507.762,25901.0
2017-04-20,8,27965.0,27354.596,27539.0
2017-04-20,9,28531.0,27977.299,27882.0
2017-04-20,10,28529.0,28115.021,27849.0
2017-04-20,11,28509.0,28383.34,27815.0
2017-04-20,12,28304.0,28604.488,27758.0
2017-04-20,13,28359.0,28632.943,27674.0
2017-04-20,14,28685.0,28660.096,27915.0
2017-04-20,15,28918.0,28856.994,27921.0
2017-04-20,16,29279.0,29052.078,28045.0
2017-04-20,17,29816.0,29375.266,28246.0
2017-04-20,18,29977.0,29339.512,28753.0
2017-04-20,19,29747.0,29253.404,28829.0
2017-04-20,20,30180.0,29757.93,29478.0
2017-04-20,21,30622.0,30340.137,29794.0
2017-04-20,22,29099.0,29403.445,28398.0
2017-04-20,23,26687.0,27102.709,26112.0
2017-04-21,0,24401.0,24434.27,23981.0
2017-04-21,1,22661.0,22733.875,22407.0
2017-04-21,2,21613.0,21636.14,21560.0
2017-04-21,3,21072.0,21037.271,21098.0
2017-04-21,4,20894.0,20856.242,20994.0
2017-04-21,5,21381.0,21196.508,21484.0
2017-04-21,6,22917.0,22590.271,23249.0
2017-04-21,7,25797.0,25042.38,26166.0
2017-04-21,8,27647.0,27020.14,27965.0
2017-04-21,9,28479.0,28086.387,28531.0
2017-04-21,10,28813.0,28538.656,28529.0
2017-04-21,11,29158.0,28831.354,28509.0
2017-04-21,12,29201.0,28974.85,28304.0
2017-04-21,13,29131.0,28934.145,28359.0
2017-04-21,14,29168.0,28855.904,28685.0
2017-04-21,15,29012.0,28910.693,28918.0
2017-04-21,16,28921.0,28968.281,29279.0
2017-04-21,17,28979.0,29194.752,29816.0
2017-04-21,18,28742.0,29256.898,29977.0
2017-04-21,19,28548.0,29056.988,29747.0
2017-04-21,20,28616.0,29225.047,30180.0
2017-04-21,21,29053.0,29394.934,30622.0
2017-04-21,22,27992.0,28628.184,29099.0
2017-04-21,23,26165.0,26794.61,26687.0
2017-04-22,0,24049.0,24227.602,24401.0
2017-04-22,1,22384.0,22603.867,22661.0
2017-04-22,2,21294.0,21454.773,21613.0
2017-04-22,3,20655.0,20691.902,21072.0
2017-04-22,4,20314.0,20300.96,20894.0
2017-04-22,5,20362.0,20262.363,21381.0
2017-04-22,6,20899.0,20772.309,22917.0
2017-04-22,7,21713.0,21750.295,25797.0
2017-04-22,8,22913.0,22793.453,27647.0
2017-04-22,9,24639.0,23946.617,28479.0
2017-04-22,10,25733.0,24685.834,28813.0
2017-04-22,11,26223.0,24972.805,29158.0
2017-04-22,12,26270.0,24955.154,29201.0
2017-04-22,13,26057.0,24740.121,29131.0
2017-04-22,14,25790.0,24582.902,29168.0
2017-04-22,15,25520.0,24367.867,29012.0
2017-04-22,16,25375.0,24331.883,28921.0
2017-04-22,17,25466.0,24413.93,28979.0
2017-04-22,18,25663.0,24651.559,28742.0
2017-04-22,19,25805.0,24896.277,28548.0
2017-04-22,20,26274.0,25347.75,28616.0
2017-04-22,21,26895.0,26057.246,29053.0
2017-04-22,22,26163.0,25671.102,27992.0
2017-04-22,23,24802.0,24183.162,26165.0
2017-04-23,0,23294.0,23137.62,24049.0
2017-04-23,1,21998.0,21666.68,22384.0
2017-04-23,2,21107.0,20634.494,21294.0
2017-04-23,3,20661.0,19895.832,20655.0
2017-04-23,4,20452.0,19578.537,20314.0
2017-04-23,5,20539.0,19509.852,20362.0
2017-04-23,6,21039.0,19892.918,20899.0
2017-04-23,7,21619.0,20744.422,21713.0
2017-04-23,8,22435.0,21430.883,22913.0
2017-04-23,9,23097.0,22146.822,24639.0
2017-04-23,10,23508.0,22629.414,25733.0
2017-04-23,11,23505.0,22916.604,26223.0
2017-04-23,12,23334.0,23072.457,26270.0
2017-04-23,13,23184.0,23048.625,26057.0
2017-04-23,14,23111.0,23149.06,25790.0
2017-04-23,15,23082.0,23106.197,25520.0
2017-04-23,16,23343.0,23307.95,25375.0
2017-04-23,17,23789.0,23705.559,25466.0
2017-04-23,18,24540.0,24100.592,25663.0
2017-04-23,19,25179.0,24608.516,25805.0
2017-04-23,20,26109.0,25359.271,26274.0
2017-04-23,21,27245.0,26250.309,26895.0
2017-04-23,22,26353.0,25652.559,26163.0
2017-04-23,23,24482.0,23769.639,24802.0
2017-04-24,0,22679.0,22661.535,23294.0
2017-04-24,1,21310.0,21271.73,21998.0
2017-04-24,2,20600.0,20413.137,21107.0
2017-04-24,3,20292.0,20062.623,20661.0
2017-04-24,4,20339.0,20157.984,20452.0
2017-04-24,5,21066.0,20723.07,20539.0
2017-04-24,6,23035.0,22352.791,21039.0
2017-04-24,7,26048.0,24705.566,21619.0
2017-04-24,8,28066.0,26395.932,22435.0
2017-04-24,9,28668.0,27162.93,23097.0
2017-04-24,10,28892.0,27462.746,23508.0
2017-04-24,11,28971.0,27703.367,23505.0
2017-04-24,12,28913.0,27884.578,23334.0
2017-04-24,13,28776.0,28063.02,23184.0
2017-04-24,14,28746.0,28233.973,23111.0
2017-04-24,15,28430.0,28338.39,23082.0
2017-04-24,16,28350.0,28608.246,23343.0
2017-04-24,17,28495.0,28990.867,23789.0
2017-04-24,18,28960.0,29093.213,24540.0
2017-04-24,19,29098.0,29205.443,25179.0
2017-04-24,20,29537.0,29482.637,26109.0
2017-04-24,21,29974.0,29890.867,27245.0
2017-04-24,22,28512.0,28789.688,26353.0
2017-04-24,23,26204.0,26424.305,24482.0
2017-04-25,0,24046.0,24079.77,22679.0
2017-04-25,1,22562.0,22426.914,21310.0
2017-04-25,2,21753.0,21313.234,20600.0
2017-04-25,3,21266.0,20813.21,20292.0
2017-04-25,4,21242.0,20752.332,20339.0
2017-04-25,5,21761.0,21187.004,21066.0
2017-04-25,6,23704.0,22910.576,23035.0
2017-04-25,7,26744.0,25580.148,26048.0
2017-04-25,8,28587.0,27529.05,28066.0
2017-04-25,9,29145.0,28258.879,28668.0
2017-04-25,10,29480.0,28486.215,28892.0
2017-04-25,11,29750.0,28690.082,28971.0
2017-04-25,12,29729.0,28780.102,28913.0
2017-04-25,13,29692.0,28967.715,28776.0
2017-04-25,14,29707.0,29057.324,28746.0
2017-04-25,15,29457.0,29040.309,28430.0
2017-04-25,16,29412.0,29129.662,28350.0
2017-04-25,17,29644.0,29597.594,28495.0
2017-04-25,18,30008.0,29769.703,28960.0
2017-04-25,19,30033.0,29853.535,29098.0
2017-04-25,20,30306.0,30229.191,29537.0
2017-04-25,21,30337.0,30563.223,29974.0
2017-04-25,22,28930.0,29194.523,28512.0
2017-04-25,23,26601.0,26676.453,26204.0
2017-04-26,0,24383.0,24329.695,24046.0
2017-04-26,1,22790.0,22765.213,22562.0
2017-04-26,2,21858.0,21672.133,21753.0
2017-04-26,3,21431.0,21265.248,21266.0
2017-04-26,4,21319.0,21234.023,21242.0
2017-04-26,5,21843.0,21621.027,21761.0
2017-04-26,6,23716.0,23305.602,23704.0
2017-04-26,7,26760.0,26099.14,26744.0
2017-04-26,8,28504.0,28141.953,28587.0
2017-04-26,9,28958.0,28916.16,29145.0
2017-04-26,10,29234.0,29241.465,29480.0
2017-04-26,11,29285.0,29490.55,29750.0
2017-04-26,12,29295.0,29522.875,29729.0
2017-04-26,13,29131.0,29572.828,29692.0
2017-04-26,14,28964.0,29609.586,29707.0
2017-04-26,15,28698.0,29594.418,29457.0
2017-04-26,16,28667.0,29519.578,29412.0
2017-04-26,17,28809.0,29727.535,29644.0
2017-04-26,18,28993.0,29784.957,30008.0
2017-04-26,19,28883.0,29763.428,30033.0
2017-04-26,20,29120.0,30174.217,30306.0
2017-04-26,21,29937.0,30658.457,30337.0
2017-04-26,22,28789.0,29425.453,28930.0
2017-04-26,23,26450.0,26791.227,26601.0
2017-04-27,0,24147.0,24275.824,24383.0
2017-04-27,1,22522.0,22709.998,22790.0
2017-04-27,2,21643.0,21704.713,21858.0
2017-04-27,3,21104.0,21263.004,21431.0
2017-04-27,4,20998.0,21207.072,21319.0
2017-04-27,5,21436.0,21647.996,21843.0
2017-04-27,6,23303.0,23202.291,23716.0
2017-04-27,7,26196.0,25817.875,26760.0
2017-04-27,8,28102.0,27861.684,28504.0
2017-04-27,9,28539.0,28665.992,28958.0
2017-04-27,10,28676.0,29105.656,29234.0
2017-04-27,11,28899.0,29447.396,29285.0
2017-04-27,12,29354.0,29636.273,29295.0
2017-04-27,13,29720.0,29808.375,29131.0
2017-04-27,14,30106.0,30059.494,28964.0
2017-04-27,15,30566.0,30124.367,28698.0
2017-04-27,16,30792.0,30172.078,28667.0
2017-04-27,17,31051.0,30472.422,28809.0
2017-04-27,18,31295.0,30444.803,28993.0
2017-04-27,19,31011.0,30227.81,28883.0
2017-04-27,20,31125.0,30562.363,29120.0
2017-04-27,21,31812.0,31018.775,29937.0
2017-04-27,22,30557.0,29930.684,28789.0
2017-04-27,23,27999.0,27613.703,26450.0
2017-04-28,0,25491.0,25623.361,24147.0
2017-04-28,1,23661.0,23692.395,22522.0
2017-04-28,2,22457.0,22424.092,21643.0
2017-04-28,3,21722.0,21719.402,21104.0
2017-04-28,4,21420.0,21446.7,20998.0
2017-04-28,5,21801.0,21860.646,21436.0
2017-04-28,6,23443.0,23281.191,23303.0
2017-04-28,7,26091.0,25765.723,26196.0
2017-04-28,8,28048.0,27894.389,28102.0
2017-04-28,9,29159.0,29105.254,28539.0
2017-04-28,10,29787.0,29860.03,28676.0
2017-04-28,11,30436.0,30210.027,28899.0
2017-04-28,12,30936.0,30573.016,29354.0
2017-04-28,13,31416.0,30844.484,29720.0
2017-04-28,14,32084.0,31063.875,30106.0
2017-04-28,15,32654.0,31178.172,30566.0
2017-04-28,16,33234.0,31348.496,30792.0
2017-04-28,17,33846.0,31611.537,31051.0
2017-04-28,18,34095.0,31661.871,31295.0
2017-04-28,19,33489.0,31401.809,31011.0
2017-04-28,20,32657.0,31513.715,31125.0
2017-04-28,21,32843.0,31725.453,31812.0
2017-04-28,22,31553.0,30756.273,30557.0
2017-04-28,23,29189.0,28663.848,27999.0
2017-04-29,0,26720.0,26768.371,25491.0
2017-04-29,1,24643.0,24792.469,23661.0
2017-04-29,2,23284.0,23424.297,22457.0
2017-04-29,3,22505.0,22418.68,21722.0
2017-04-29,4,22000.0,21858.617,21420.0
2017-04-29,5,21885.0,21593.066,21801.0
2017-04-29,6,22336.0,21930.695,23443.0
2017-04-29,7,22941.0,23055.69,26091.0
2017-04-29,8,24380.0,24449.652,28048.0
2017-04-29,9,26309.0,25891.61,29159.0
2017-04-29,10,27847.0,27150.625,29787.0
2017-04-29,11,29091.0,27865.432,30436.0
2017-04-29,12,29735.0,28381.754,30936.0
2017-04-29,13,30602.0,28678.902,31416.0
2017-04-29,14,31508.0,28916.172,32084.0
2017-04-29,15,32479.0,29031.5,32654.0
2017-04-29,16,33455.0,29295.557,33234.0
2017-04-29,17,33943.0,29640.707,33846.0
2017-04-29,18,33921.0,29886.285,34095.0
2017-04-29,19,33676.0,29957.504,33489.0
2017-04-29,20,33237.0,30154.447,32657.0
2017-04-29,21,33455.0,30403.15,32843.0
2017-04-29,22,32342.0,29496.238,31553.0
2017-04-29,23,30149.0,27504.582,29189.0
2017-04-30,0,27795.0,27450.71,26720.0
2017-04-30,1,25619.0,25268.477,24643.0
2017-04-30,2,23939.0,23692.96,23284.0
2017-04-30,3,22776.0,22592.844,22505.0
2017-04-30,4,22027.0,21817.318,22000.0
2017-04-30,5,21680.0,21308.418,21885.0
2017-04-30,6,21708.0,21482.586,22336.0
2017-04-30,7,21806.0,22195.469,22941.0
2017-04-30,8,22535.0,23199.025,24380.0
2017-04-30,9,23938.0,24259.367,26309.0
2017-04-30,10,25173.0,25209.729,27847.0
2017-04-30,11,26041.0,25869.56,29091.0
2017-04-30,12,26657.0,26364.969,29735.0
2017-04-30,13,27023.0,26662.227,30602.0
2017-04-30,14,27204.0,27019.713,31508.0
2017-04-30,15,27585.0,27289.203,32479.0
2017-04-30,16,28100.0,27583.371,33455.0
2017-04-30,17,28608.0,27842.617,33943.0
2017-04-30,18,29177.0,28163.938,33921.0
2017-04-30,19,29184.0,28303.838,33676.0
2017-04-30,20,29142.0,28601.754,33237.0
2017-04-30,21,29736.0,28973.707,33455.0
2017-04-30,22,28506.0,28076.428,32342.0
2017-04-30,23,26200.0,25751.744,30149.0
2017-05-01,0,23949.0,23995.35,27795.0
2017-05-01,1,22337.0,22272.719,25619.0
2017-05-01,2,21369.0,21365.234,23939.0
2017-05-01,3,20850.0,20904.676,22776.0
2017-05-01,4,20812.0,20930.984,22027.0
2017-05-01,5,21329.0,21576.188,21680.0
2017-05-01,6,23103.0,23712.205,21708.0
2017-05-01,7,25928.0,26763.91,21806.0
2017-05-01,8,28106.0,29072.902,22535.0
2017-05-01,9,28999.0,30275.0,23938.0
2017-05-01,10,29571.0,30762.035,25173.0
2017-05-01,11,30026.0,31090.238,26041.0
2017-05-01,12,30503.0,31292.29,26657.0
2017-05-01,13,30951.0,31556.137,27023.0
2017-05-01,14,31469.0,31789.715,27204.0
2017-05-01,15,32068.0,31857.37,27585.0
2017-05-01,16,32585.0,31987.37,28100.0
2017-05-01,17,33084.0,31969.398,28608.0
2017-05-01,18,33440.0,32003.531,29177.0
2017-05-01,19,33209.0,31813.703,29184.0
2017-05-01,20,33190.0,31890.629,29142.0
2017-05-01,21,33634.0,31901.012,29736.0
2017-05-01,22,32145.0,30476.62,28506.0
2017-05-01,23,29476.0,27880.133,26200.0
2017-05-02,0,26934.0,26658.21,23949.0
2017-05-02,1,25071.0,24515.746,22337.0
2017-05-02,2,23892.0,23199.75,21369.0
2017-05-02,3,23261.0,22433.68,20850.0
2017-05-02,4,22901.0,22146.11,20812.0
2017-05-02,5,23226.0,22494.967,21329.0
2017-05-02,6,24811.0,24201.775,23103.0
2017-05-02,7,27458.0,26938.06,25928.0
2017-05-02,8,29329.0,29054.895,28106.0
2017-05-02,9,29929.0,29771.424,28999.0
2017-05-02,10,30427.0,29999.5,29571.0
2017-05-02,11,30761.0,30250.598,30026.0
2017-05-02,12,30947.0,30412.99,30503.0
2017-05-02,13,30911.0,30708.549,30951.0
2017-05-02,14,30880.0,30940.121,31469.0
2017-05-02,15,30893.0,30965.793,32068.0
2017-05-02,16,31070.0,31116.459,32585.0
2017-05-02,17,31249.0,31190.6,33084.0
2017-05-02,18,31415.0,31157.754,33440.0
2017-05-02,19,30941.0,30757.576,33209.0
2017-05-02,20,30607.0,30822.578,33190.0
2017-05-02,21,31109.0,30968.207,33634.0
2017-05-02,22,29900.0,29674.172,32145.0
2017-05-02,23,27204.0,27190.31,29476.0
2017-05-03,0,24831.0,24716.777,26934.0
2017-05-03,1,22877.0,23009.758,25071.0
2017-05-03,2,21804.0,21908.514,23892.0
2017-05-03,3,21213.0,21341.957,23261.0
2017-05-03,4,21071.0,21148.936,22901.0
2017-05-03,5,21545.0,21487.691,23226.0
2017-05-03,6,23146.0,23058.205,24811.0
2017-05-03,7,25702.0,25660.27,27458.0
2017-05-03,8,27449.0,27573.781,29329.0
2017-05-03,9,27889.0,28156.758,29929.0
2017-05-03,10,27930.0,28474.387,30427.0
2017-05-03,11,27999.0,28691.625,30761.0
2017-05-03,12,28221.0,28821.648,30947.0
2017-05-03,13,28220.0,29043.7,30911.0
2017-05-03,14,28018.0,29261.508,30880.0
2017-05-03,15,27696.0,29361.227,30893.0
2017-05-03,16,27578.0,29639.172,31070.0
2017-05-03,17,27885.0,30014.605,31249.0
2017-05-03,18,28181.0,30089.48,31415.0
2017-05-03,19,28195.0,29974.84,30941.0
2017-05-03,20,28253.0,30168.926,30607.0
2017-05-03,21,29237.0,30497.246,31109.0
2017-05-03,22,28303.0,29324.646,29900.0
2017-05-03,23,26085.0,26828.621,27204.0
2017-05-04,0,23801.0,24021.43,24831.0
2017-05-04,1,22250.0,22573.54,22877.0
2017-05-04,2,21385.0,21569.982,21804.0
2017-05-04,3,20968.0,20957.453,21213.0
2017-05-04,4,20938.0,20889.66,21071.0
2017-05-04,5,21484.0,21314.516,21545.0
2017-05-04,6,23318.0,22992.393,23146.0
2017-05-04,7,25897.0,25774.266,25702.0
2017-05-04,8,27503.0,27962.46,27449.0
2017-05-04,9,27684.0,28453.637,27889.0
2017-05-04,10,27584.0,28717.91,27930.0
2017-05-04,11,27556.0,28886.91,27999.0
2017-05-04,12,27486.0,28945.285,28221.0
2017-05-04,13,27407.0,28954.22,28220.0
2017-05-04,14,27539.0,28993.086,28018.0
2017-05-04,15,27535.0,29106.906,27696.0
2017-05-04,16,27593.0,29268.494,27578.0
2017-05-04,17,27754.0,29543.133,27885.0
2017-05-04,18,28009.0,29423.734,28181.0
2017-05-04,19,28092.0,29140.943,28195.0
2017-05-04,20,28498.0,29217.352,28253.0
2017-05-04,21,29331.0,29502.277,29237.0
2017-05-04,22,28220.0,28484.365,28303.0
2017-05-04,23,26009.0,26038.305,26085.0
2017-05-05,0,23950.0,23872.37,23801.0
2017-05-05,1,22441.0,22176.176,22250.0
2017-05-05,2,21648.0,21130.182,21385.0
2017-05-05,3,21185.0,20521.59,20968.0
2017-05-05,4,21059.0,20574.594,20938.0
2017-05-05,5,21594.0,21162.54,21484.0
2017-05-05,6,23338.0,22655.92,23318.0
2017-05-05,7,26188.0,25372.562,25897.0
2017-05-05,8,28249.0,27773.873,27503.0
2017-05-05,9,29341.0,29052.652,27684.0
2017-05-05,10,30038.0,29856.701,27584.0
2017-05-05,11,30490.0,30396.754,27556.0
2017-05-05,12,30474.0,30747.951,27486.0
2017-05-05,13,30367.0,30962.33,27407.0
2017-05-05,14,30115.0,31070.32,27539.0
2017-05-05,15,29603.0,31096.59,27535.0
2017-05-05,16,29234.0,31265.555,27593.0
2017-05-05,17,29315.0,31441.156,27754.0
2017-05-05,18,29208.0,31290.613,28009.0
2017-05-05,19,28822.0,30782.043,28092.0
2017-05-05,20,28767.0,30449.734,28498.0
2017-05-05,21,29048.0,30296.164,29331.0
2017-05-05,22,28117.0,29146.516,28220.0
2017-05-05,23,26348.0,26978.373,26009.0
2017-05-06,0,24430.0,24304.566,23950.0
2017-05-06,1,22760.0,22450.695,22441.0
2017-05-06,2,21670.0,21270.168,21648.0
2017-05-06,3,21014.0,20453.24,21185.0
2017-05-06,4,20653.0,20128.926,21059.0
2017-05-06,5,20635.0,20229.959,21594.0
2017-05-06,6,21062.0,20834.004,23338.0
2017-05-06,7,21618.0,22136.818,26188.0
2017-05-06,8,22782.0,23441.512,28249.0
2017-05-06,9,24235.0,24585.197,29341.0
2017-05-06,10,25135.0,25365.348,30038.0
2017-05-06,11,25816.0,25889.402,30490.0
2017-05-06,12,25949.0,25975.287,30474.0
