experiment,context_len,date,hour,actual,predicted,naive
exp1_512h,512,2018-05-28,15,27197.0,33045.203,31809.0
exp1_512h,512,2018-05-28,16,27677.0,34000.844,31405.0
exp1_512h,512,2018-05-28,17,28335.0,34700.727,30982.0
exp1_512h,512,2018-05-28,18,29045.0,35052.65,30543.0
exp1_512h,512,2018-05-28,19,29156.0,34976.242,29874.0
exp1_512h,512,2018-05-28,20,29344.0,34504.84,29205.0
exp1_512h,512,2018-05-28,21,29998.0,34041.734,29076.0
exp1_512h,512,2018-05-28,22,29575.0,32597.861,28422.0
exp1_512h,512,2018-05-28,23,27618.0,29841.305,26809.0
exp1_512h,512,2018-05-29,0,25550.0,25413.104,24992.0
exp1_512h,512,2018-05-29,1,23845.0,23702.469,23185.0
exp1_512h,512,2018-05-29,2,22691.0,22587.607,21970.0
exp1_512h,512,2018-05-29,3,22273.0,21995.566,21165.0
exp1_512h,512,2018-05-29,4,22048.0,21747.941,20741.0
exp1_512h,512,2018-05-29,5,22556.0,21934.734,20749.0
exp1_512h,512,2018-05-29,6,24287.0,23063.223,21043.0
exp1_512h,512,2018-05-29,7,27050.0,25017.572,21458.0
exp1_512h,512,2018-05-29,8,29520.0,27089.168,22305.0
exp1_512h,512,2018-05-29,9,30920.0,28566.012,23774.0
exp1_512h,512,2018-05-29,10,32117.0,29568.523,25172.0
exp1_512h,512,2018-05-29,11,33480.0,30425.32,26126.0
exp1_512h,512,2018-05-29,12,34812.0,31182.188,26643.0
exp1_512h,512,2018-05-29,13,36180.0,31982.55,26792.0
exp1_512h,512,2018-05-29,14,37603.0,32702.34,26919.0
exp1_512h,512,2018-05-29,15,38989.0,33199.89,27197.0
exp1_512h,512,2018-05-29,16,40482.0,33870.906,27677.0
exp1_512h,512,2018-05-29,17,41950.0,34547.156,28335.0
exp1_512h,512,2018-05-29,18,42689.0,34792.875,29045.0
exp1_512h,512,2018-05-29,19,42289.0,34529.97,29156.0
exp1_512h,512,2018-05-29,20,41265.0,34068.07,29344.0
exp1_512h,512,2018-05-29,21,40408.0,33767.93,29998.0
exp1_512h,512,2018-05-29,22,38919.0,32571.68,29575.0
exp1_512h,512,2018-05-29,23,35327.0,30152.234,27618.0
exp1_512h,512,2018-05-30,0,31808.0,31580.176,25550.0
exp1_512h,512,2018-05-30,1,29022.0,28934.174,23845.0
exp1_512h,512,2018-05-30,2,27142.0,26920.637,22691.0
exp1_512h,512,2018-05-30,3,25989.0,25726.031,22273.0
exp1_512h,512,2018-05-30,4,25391.0,24999.27,22048.0
exp1_512h,512,2018-05-30,5,25590.0,25201.525,22556.0
exp1_512h,512,2018-05-30,6,26921.0,26317.11,24287.0
exp1_512h,512,2018-05-30,7,29598.0,28278.318,27050.0
exp1_512h,512,2018-05-30,8,31844.0,30570.848,29520.0
exp1_512h,512,2018-05-30,9,33015.0,32056.672,30920.0
exp1_512h,512,2018-05-30,10,33986.0,33002.418,32117.0
exp1_512h,512,2018-05-30,11,34827.0,33995.926,33480.0
exp1_512h,512,2018-05-30,12,35514.0,34817.94,34812.0
exp1_512h,512,2018-05-30,13,36075.0,35271.03,36180.0
exp1_512h,512,2018-05-30,14,36698.0,35837.445,37603.0
exp1_512h,512,2018-05-30,15,37075.0,36660.758,38989.0
exp1_512h,512,2018-05-30,16,37555.0,37473.633,40482.0
exp1_512h,512,2018-05-30,17,37888.0,38151.34,41950.0
exp1_512h,512,2018-05-30,18,37741.0,38462.914,42689.0
exp1_512h,512,2018-05-30,19,36737.0,37925.516,42289.0
exp1_512h,512,2018-05-30,20,35818.0,37271.734,41265.0
exp1_512h,512,2018-05-30,21,35396.0,36655.055,40408.0
exp1_512h,512,2018-05-30,22,34089.0,35235.86,38919.0
exp1_512h,512,2018-05-30,23,31117.0,32416.05,35327.0
exp1_512h,512,2018-05-31,0,28295.0,28204.316,31808.0
exp1_512h,512,2018-05-31,1,26102.0,25991.473,29022.0
exp1_512h,512,2018-05-31,2,24787.0,24457.818,27142.0
exp1_512h,512,2018-05-31,3,24023.0,23665.082,25989.0
exp1_512h,512,2018-05-31,4,23668.0,23216.648,25391.0
exp1_512h,512,2018-05-31,5,24023.0,23666.254,25590.0
exp1_512h,512,2018-05-31,6,25568.0,24811.395,26921.0
exp1_512h,512,2018-05-31,7,28266.0,26674.746,29598.0
exp1_512h,512,2018-05-31,8,30378.0,28922.0,31844.0
exp1_512h,512,2018-05-31,9,31448.0,30422.639,33015.0
exp1_512h,512,2018-05-31,10,32325.0,31836.227,33986.0
exp1_512h,512,2018-05-31,11,33128.0,33155.96,34827.0
exp1_512h,512,2018-05-31,12,33656.0,34346.03,35514.0
exp1_512h,512,2018-05-31,13,34094.0,35100.383,36075.0
exp1_512h,512,2018-05-31,14,34651.0,35842.438,36698.0
exp1_512h,512,2018-05-31,15,35142.0,36755.062,37075.0
exp1_512h,512,2018-05-31,16,35731.0,37565.984,37555.0
exp1_512h,512,2018-05-31,17,36538.0,38283.207,37888.0
exp1_512h,512,2018-05-31,18,36971.0,38422.203,37741.0
exp1_512h,512,2018-05-31,19,36572.0,37623.37,36737.0
exp1_512h,512,2018-05-31,20,36146.0,36592.582,35818.0
exp1_512h,512,2018-05-31,21,36015.0,35625.06,35396.0
exp1_512h,512,2018-05-31,22,34856.0,34071.707,34089.0
exp1_512h,512,2018-05-31,23,32297.0,31308.295,31117.0
exp1_512h,512,2018-06-01,0,29604.0,29394.504,28295.0
exp1_512h,512,2018-06-01,1,27496.0,27107.973,26102.0
exp1_512h,512,2018-06-01,2,26044.0,25511.107,24787.0
exp1_512h,512,2018-06-01,3,25133.0,24550.844,24023.0
exp1_512h,512,2018-06-01,4,24791.0,24068.871,23668.0
exp1_512h,512,2018-06-01,5,25098.0,24110.373,24023.0
exp1_512h,512,2018-06-01,6,26625.0,25185.723,25568.0
exp1_512h,512,2018-06-01,7,29112.0,27087.59,28266.0
exp1_512h,512,2018-06-01,8,31609.0,29190.025,30378.0
exp1_512h,512,2018-06-01,9,33182.0,30891.06,31448.0
exp1_512h,512,2018-06-01,10,34534.0,32338.938,32325.0
exp1_512h,512,2018-06-01,11,35619.0,33717.203,33128.0
exp1_512h,512,2018-06-01,12,36831.0,34934.094,33656.0
exp1_512h,512,2018-06-01,13,38167.0,35860.254,34094.0
exp1_512h,512,2018-06-01,14,39607.0,36590.477,34651.0
exp1_512h,512,2018-06-01,15,40929.0,37422.64,35142.0
exp1_512h,512,2018-06-01,16,42221.0,38350.73,35731.0
exp1_512h,512,2018-06-01,17,43453.0,39080.22,36538.0
exp1_512h,512,2018-06-01,18,43948.0,39448.547,36971.0
exp1_512h,512,2018-06-01,19,43087.0,39087.242,36572.0
exp1_512h,512,2018-06-01,20,41556.0,38292.465,36146.0
exp1_512h,512,2018-06-01,21,40427.0,37399.785,36015.0
exp1_512h,512,2018-06-01,22,39082.0,35967.887,34856.0
exp1_512h,512,2018-06-01,23,36263.0,33515.633,32297.0
exp1_512h,512,2018-06-02,0,33202.0,33220.96,29604.0
exp1_512h,512,2018-06-02,1,30347.0,30698.84,27496.0
exp1_512h,512,2018-06-02,2,28319.0,28883.37,26044.0
exp1_512h,512,2018-06-02,3,27026.0,27760.81,25133.0
exp1_512h,512,2018-06-02,4,26144.0,27157.65,24791.0
exp1_512h,512,2018-06-02,5,25691.0,27226.871,25098.0
exp1_512h,512,2018-06-02,6,25714.0,28127.762,26625.0
exp1_512h,512,2018-06-02,7,26301.0,29669.324,29112.0
exp1_512h,512,2018-06-02,8,28148.0,31546.02,31609.0
exp1_512h,512,2018-06-02,9,30713.0,33552.633,33182.0
exp1_512h,512,2018-06-02,10,33099.0,35257.227,34534.0
exp1_512h,512,2018-06-02,11,34995.0,36914.484,35619.0
exp1_512h,512,2018-06-02,12,36495.0,38427.906,36831.0
exp1_512h,512,2018-06-02,13,37836.0,39615.98,38167.0
exp1_512h,512,2018-06-02,14,38890.0,40607.215,39607.0
exp1_512h,512,2018-06-02,15,39568.0,41372.785,40929.0
exp1_512h,512,2018-06-02,16,39868.0,42254.45,42221.0
exp1_512h,512,2018-06-02,17,39576.0,42845.734,43453.0
exp1_512h,512,2018-06-02,18,38867.0,42993.88,43948.0
exp1_512h,512,2018-06-02,19,37764.0,42231.03,43087.0
exp1_512h,512,2018-06-02,20,36623.0,41086.664,41556.0
exp1_512h,512,2018-06-02,21,35944.0,39909.37,40427.0
exp1_512h,512,2018-06-02,22,35000.0,38049.92,39082.0
exp1_512h,512,2018-06-02,23,32881.0,35171.29,36263.0
exp1_512h,512,2018-06-03,0,30417.0,30303.072,33202.0
exp1_512h,512,2018-06-03,1,28077.0,28049.66,30347.0
exp1_512h,512,2018-06-03,2,26347.0,26298.91,28319.0
exp1_512h,512,2018-06-03,3,25053.0,24987.438,27026.0
exp1_512h,512,2018-06-03,4,24236.0,24199.564,26144.0
exp1_512h,512,2018-06-03,5,23691.0,23978.89,25691.0
exp1_512h,512,2018-06-03,6,23440.0,24468.447,25714.0
exp1_512h,512,2018-06-03,7,23382.0,25445.178,26301.0
exp1_512h,512,2018-06-03,8,23928.0,26789.553,28148.0
exp1_512h,512,2018-06-03,9,24971.0,28370.715,30713.0
exp1_512h,512,2018-06-03,10,25882.0,29923.076,33099.0
exp1_512h,512,2018-06-03,11,26451.0,31374.258,34995.0
exp1_512h,512,2018-06-03,12,26728.0,32403.285,36495.0
exp1_512h,512,2018-06-03,13,26840.0,33232.47,37836.0
exp1_512h,512,2018-06-03,14,26596.0,33940.86,38890.0
exp1_512h,512,2018-06-03,15,26390.0,34357.83,39568.0
exp1_512h,512,2018-06-03,16,26273.0,34816.336,39868.0
exp1_512h,512,2018-06-03,17,26556.0,35386.86,39576.0
exp1_512h,512,2018-06-03,18,26948.0,35762.867,38867.0
exp1_512h,512,2018-06-03,19,27110.0,35566.992,37764.0
exp1_512h,512,2018-06-03,20,27173.0,35233.11,36623.0
exp1_512h,512,2018-06-03,21,27413.0,34740.93,35944.0
exp1_512h,512,2018-06-03,22,26774.0,33537.98,35000.0
exp1_512h,512,2018-06-03,23,25011.0,31197.273,32881.0
exp1_512h,512,2018-06-04,0,23226.0,23136.555,30417.0
exp1_512h,512,2018-06-04,1,21844.0,21626.016,28077.0
exp1_512h,512,2018-06-04,2,21005.0,20650.477,26347.0
exp1_512h,512,2018-06-04,3,20556.0,20229.734,25053.0
exp1_512h,512,2018-06-04,4,20498.0,20261.688,24236.0
exp1_512h,512,2018-06-04,5,21008.0,20545.363,23691.0
exp1_512h,512,2018-06-04,6,22516.0,21581.203,23440.0
exp1_512h,512,2018-06-04,7,24950.0,23139.398,23382.0
exp1_512h,512,2018-06-04,8,26844.0,24996.213,23928.0
exp1_512h,512,2018-06-04,9,27730.0,26495.57,24971.0
exp1_512h,512,2018-06-04,10,28082.0,27865.715,25882.0
exp1_512h,512,2018-06-04,11,28589.0,29064.3,26451.0
exp1_512h,512,2018-06-04,12,28967.0,29993.387,26728.0
exp1_512h,512,2018-06-04,13,29089.0,30730.066,26840.0
exp1_512h,512,2018-06-04,14,29465.0,31626.512,26596.0
exp1_512h,512,2018-06-04,15,30113.0,32616.863,26390.0
exp1_512h,512,2018-06-04,16,30697.0,33751.547,26273.0
exp1_512h,512,2018-06-04,17,31244.0,34603.12,26556.0
exp1_512h,512,2018-06-04,18,31812.0,34934.484,26948.0
exp1_512h,512,2018-06-04,19,31773.0,34565.777,27110.0
exp1_512h,512,2018-06-04,20,31438.0,34053.105,27173.0
exp1_512h,512,2018-06-04,21,31293.0,33589.58,27413.0
exp1_512h,512,2018-06-04,22,30664.0,32258.332,26774.0
exp1_512h,512,2018-06-04,23,28263.0,30023.676,25011.0
exp1_512h,512,2018-06-05,0,25612.0,25708.66,23226.0
exp1_512h,512,2018-06-05,1,23615.0,23718.69,21844.0
exp1_512h,512,2018-06-05,2,22380.0,22544.484,21005.0
exp1_512h,512,2018-06-05,3,21668.0,21961.36,20556.0
exp1_512h,512,2018-06-05,4,21325.0,21765.646,20498.0
exp1_512h,512,2018-06-05,5,21654.0,22051.035,21008.0
exp1_512h,512,2018-06-05,6,22944.0,23207.889,22516.0
exp1_512h,512,2018-06-05,7,25421.0,25243.379,24950.0
exp1_512h,512,2018-06-05,8,27446.0,27368.799,26844.0
exp1_512h,512,2018-06-05,9,28518.0,28759.385,27730.0
exp1_512h,512,2018-06-05,10,28879.0,29709.656,28082.0
exp1_512h,512,2018-06-05,11,29860.0,30522.55,28589.0
exp1_512h,512,2018-06-05,12,30474.0,31148.557,28967.0
exp1_512h,512,2018-06-05,13,30827.0,31494.99,29089.0
exp1_512h,512,2018-06-05,14,31584.0,31951.05,29465.0
exp1_512h,512,2018-06-05,15,31997.0,32501.693,30113.0
exp1_512h,512,2018-06-05,16,32550.0,32969.887,30697.0
exp1_512h,512,2018-06-05,17,33048.0,33395.617,31244.0
exp1_512h,512,2018-06-05,18,33270.0,33672.49,31812.0
exp1_512h,512,2018-06-05,19,32649.0,33224.29,31773.0
exp1_512h,512,2018-06-05,20,32006.0,32717.748,31438.0
exp1_512h,512,2018-06-05,21,31792.0,32226.697,31293.0
exp1_512h,512,2018-06-05,22,30831.0,31069.727,30664.0
exp1_512h,512,2018-06-05,23,28393.0,28783.285,28263.0
exp1_512h,512,2018-06-06,0,25750.0,26065.55,25612.0
exp1_512h,512,2018-06-06,1,23817.0,24092.875,23615.0
exp1_512h,512,2018-06-06,2,22618.0,22884.938,22380.0
exp1_512h,512,2018-06-06,3,22000.0,22174.098,21668.0
exp1_512h,512,2018-06-06,4,21687.0,21930.453,21325.0
exp1_512h,512,2018-06-06,5,22036.0,22166.793,21654.0
exp1_512h,512,2018-06-06,6,23329.0,23294.55,22944.0
exp1_512h,512,2018-06-06,7,25715.0,25309.742,25421.0
exp1_512h,512,2018-06-06,8,27799.0,27340.488,27446.0
exp1_512h,512,2018-06-06,9,28670.0,28792.16,28518.0
exp1_512h,512,2018-06-06,10,29057.0,29699.809,28879.0
exp1_512h,512,2018-06-06,11,29459.0,30575.564,29860.0
exp1_512h,512,2018-06-06,12,29803.0,31299.633,30474.0
exp1_512h,512,2018-06-06,13,30343.0,31952.895,30827.0
exp1_512h,512,2018-06-06,14,30785.0,32414.297,31584.0
exp1_512h,512,2018-06-06,15,31185.0,32873.367,31997.0
exp1_512h,512,2018-06-06,16,31410.0,33588.508,32550.0
exp1_512h,512,2018-06-06,17,31566.0,34104.223,33048.0
exp1_512h,512,2018-06-06,18,31372.0,34491.656,33270.0
exp1_512h,512,2018-06-06,19,30834.0,34210.992,32649.0
exp1_512h,512,2018-06-06,20,30497.0,33554.418,32006.0
exp1_512h,512,2018-06-06,21,30731.0,32956.05,31792.0
exp1_512h,512,2018-06-06,22,29957.0,31549.059,30831.0
exp1_512h,512,2018-06-06,23,27716.0,29158.598,28393.0
exp1_512h,512,2018-06-07,0,25357.0,25492.516,25750.0
exp1_512h,512,2018-06-07,1,23418.0,23718.195,23817.0
exp1_512h,512,2018-06-07,2,22350.0,22578.996,22618.0
exp1_512h,512,2018-06-07,3,21709.0,21837.291,22000.0
exp1_512h,512,2018-06-07,4,21485.0,21583.367,21687.0
exp1_512h,512,2018-06-07,5,21790.0,21699.008,22036.0
exp1_512h,512,2018-06-07,6,23248.0,22711.062,23329.0
exp1_512h,512,2018-06-07,7,25701.0,24665.082,25715.0
exp1_512h,512,2018-06-07,8,27733.0,26490.62,27799.0
exp1_512h,512,2018-06-07,9,28670.0,27694.39,28670.0
exp1_512h,512,2018-06-07,10,29290.0,28580.404,29057.0
exp1_512h,512,2018-06-07,11,30052.0,29301.14,29459.0
exp1_512h,512,2018-06-07,12,30523.0,29824.629,29803.0
exp1_512h,512,2018-06-07,13,31072.0,30370.893,30343.0
exp1_512h,512,2018-06-07,14,31946.0,30930.668,30785.0
exp1_512h,512,2018-06-07,15,32347.0,31287.125,31185.0
exp1_512h,512,2018-06-07,16,32994.0,31858.99,31410.0
exp1_512h,512,2018-06-07,17,33648.0,32312.023,31566.0
exp1_512h,512,2018-06-07,18,33933.0,32629.887,31372.0
exp1_512h,512,2018-06-07,19,33537.0,32292.93,30834.0
exp1_512h,512,2018-06-07,20,32713.0,31787.695,30497.0
exp1_512h,512,2018-06-07,21,32341.0,31346.402,30731.0
exp1_512h,512,2018-06-07,22,31692.0,30182.637,29957.0
exp1_512h,512,2018-06-07,23,29228.0,28134.346,27716.0
exp1_512h,512,2018-06-08,0,26556.0,26751.297,25357.0
exp1_512h,512,2018-06-08,1,24533.0,24843.531,23418.0
exp1_512h,512,2018-06-08,2,23148.0,23538.207,22350.0
exp1_512h,512,2018-06-08,3,22406.0,22899.496,21709.0
exp1_512h,512,2018-06-08,4,22036.0,22513.2,21485.0
exp1_512h,512,2018-06-08,5,22266.0,22784.912,21790.0
exp1_512h,512,2018-06-08,6,23491.0,23745.531,23248.0
exp1_512h,512,2018-06-08,7,25629.0,25549.877,25701.0
exp1_512h,512,2018-06-08,8,27910.0,27394.633,27733.0
exp1_512h,512,2018-06-08,9,29329.0,28684.32,28670.0
exp1_512h,512,2018-06-08,10,30621.0,29857.488,29290.0
exp1_512h,512,2018-06-08,11,31945.0,30778.49,30052.0
exp1_512h,512,2018-06-08,12,33290.0,31545.55,30523.0
exp1_512h,512,2018-06-08,13,34548.0,32406.873,31072.0
exp1_512h,512,2018-06-08,14,36032.0,33172.72,31946.0
exp1_512h,512,2018-06-08,15,36982.0,33881.617,32347.0
exp1_512h,512,2018-06-08,16,37753.0,34606.72,32994.0
exp1_512h,512,2018-06-08,17,38340.0,35121.562,33648.0
exp1_512h,512,2018-06-08,18,38407.0,35267.355,33933.0
exp1_512h,512,2018-06-08,19,37501.0,34618.027,33537.0
exp1_512h,512,2018-06-08,20,36366.0,33895.742,32713.0
exp1_512h,512,2018-06-08,21,35678.0,33073.453,32341.0
exp1_512h,512,2018-06-08,22,34922.0,31880.957,31692.0
exp1_512h,512,2018-06-08,23,32502.0,29686.637,29228.0
exp1_512h,512,2018-06-09,0,29768.0,29740.422,26556.0
exp1_512h,512,2018-06-09,1,27325.0,27492.145,24533.0
exp1_512h,512,2018-06-09,2,25548.0,25777.746,23148.0
exp1_512h,512,2018-06-09,3,24359.0,24674.48,22406.0
exp1_512h,512,2018-06-09,4,23670.0,23758.818,22036.0
exp1_512h,512,2018-06-09,5,23332.0,23607.758,22266.0
exp1_512h,512,2018-06-09,6,23352.0,24097.008,23491.0
exp1_512h,512,2018-06-09,7,23903.0,25456.379,25629.0
exp1_512h,512,2018-06-09,8,25678.0,27251.965,27910.0
exp1_512h,512,2018-06-09,9,27947.0,29146.25,29329.0
exp1_512h,512,2018-06-09,10,29993.0,31141.346,30621.0
exp1_512h,512,2018-06-09,11,31810.0,32476.586,31945.0
exp1_512h,512,2018-06-09,12,33355.0,33885.03,33290.0
exp1_512h,512,2018-06-09,13,34553.0,34981.92,34548.0
exp1_512h,512,2018-06-09,14,35414.0,35773.8,36032.0
exp1_512h,512,2018-06-09,15,36115.0,36558.742,36982.0
exp1_512h,512,2018-06-09,16,36326.0,37200.53,37753.0
exp1_512h,512,2018-06-09,17,36229.0,37493.184,38340.0
exp1_512h,512,2018-06-09,18,35983.0,37450.41,38407.0
exp1_512h,512,2018-06-09,19,35157.0,36745.93,37501.0
exp1_512h,512,2018-06-09,20,34019.0,35753.945,36366.0
exp1_512h,512,2018-06-09,21,33453.0,34991.953,35678.0
exp1_512h,512,2018-06-09,22,32856.0,33631.9,34922.0
exp1_512h,512,2018-06-09,23,31029.0,31173.246,32502.0
exp1_512h,512,2018-06-10,0,28798.0,28622.738,29768.0
exp1_512h,512,2018-06-10,1,26775.0,26432.113,27325.0
exp1_512h,512,2018-06-10,2,25157.0,24762.71,25548.0
exp1_512h,512,2018-06-10,3,24054.0,23458.465,24359.0
exp1_512h,512,2018-06-10,4,23339.0,22470.283,23670.0
exp1_512h,512,2018-06-10,5,22972.0,22011.965,23332.0
exp1_512h,512,2018-06-10,6,22853.0,22296.516,23352.0
exp1_512h,512,2018-06-10,7,23016.0,23210.973,23903.0
exp1_512h,512,2018-06-10,8,24098.0,24576.674,25678.0
exp1_512h,512,2018-06-10,9,25703.0,25693.61,27947.0
exp1_512h,512,2018-06-10,10,27250.0,26840.729,29993.0
exp1_512h,512,2018-06-10,11,28270.0,27565.889,31810.0
exp1_512h,512,2018-06-10,12,28983.0,28308.102,33355.0
exp1_512h,512,2018-06-10,13,29338.0,29017.414,34553.0
exp1_512h,512,2018-06-10,14,29395.0,29527.145,35414.0
exp1_512h,512,2018-06-10,15,29276.0,29920.18,36115.0
exp1_512h,512,2018-06-10,16,29260.0,30357.785,36326.0
exp1_512h,512,2018-06-10,17,29273.0,30817.148,36229.0
exp1_512h,512,2018-06-10,18,29370.0,31330.21,35983.0
exp1_512h,512,2018-06-10,19,29169.0,31331.791,35157.0
exp1_512h,512,2018-06-10,20,28892.0,31020.184,34019.0
exp1_512h,512,2018-06-10,21,28915.0,30829.64,33453.0
exp1_512h,512,2018-06-10,22,28157.0,29897.46,32856.0
exp1_512h,512,2018-06-10,23,26346.0,27735.74,31029.0
exp1_512h,512,2018-06-11,0,24334.0,24313.297,28798.0
exp1_512h,512,2018-06-11,1,22795.0,22651.053,26775.0
exp1_512h,512,2018-06-11,2,21760.0,21476.977,25157.0
exp1_512h,512,2018-06-11,3,21308.0,20785.479,24054.0
exp1_512h,512,2018-06-11,4,21185.0,20542.465,23339.0
exp1_512h,512,2018-06-11,5,21662.0,20621.674,22972.0
exp1_512h,512,2018-06-11,6,23139.0,21481.76,22853.0
exp1_512h,512,2018-06-11,7,25580.0,23166.812,23016.0
exp1_512h,512,2018-06-11,8,27633.0,24846.21,24098.0
exp1_512h,512,2018-06-11,9,28677.0,25907.04,25703.0
exp1_512h,512,2018-06-11,10,29201.0,26813.398,27250.0
exp1_512h,512,2018-06-11,11,29622.0,27636.766,28270.0
exp1_512h,512,2018-06-11,12,29783.0,28134.07,28983.0
exp1_512h,512,2018-06-11,13,29852.0,28804.979,29338.0
exp1_512h,512,2018-06-11,14,29928.0,29617.844,29395.0
exp1_512h,512,2018-06-11,15,30044.0,30254.055,29276.0
exp1_512h,512,2018-06-11,16,30190.0,31000.705,29260.0
exp1_512h,512,2018-06-11,17,30567.0,31396.129,29273.0
exp1_512h,512,2018-06-11,18,30843.0,31629.754,29370.0
exp1_512h,512,2018-06-11,19,30509.0,31349.621,29169.0
exp1_512h,512,2018-06-11,20,29994.0,31002.422,28892.0
exp1_512h,512,2018-06-11,21,29858.0,30780.25,28915.0
exp1_512h,512,2018-06-11,22,29348.0,29844.82,28157.0
exp1_512h,512,2018-06-11,23,27099.0,27630.93,26346.0
exp1_512h,512,2018-06-12,0,24709.0,24870.094,24334.0
exp1_512h,512,2018-06-12,1,22918.0,23247.754,22795.0
exp1_512h,512,2018-06-12,2,21804.0,22101.555,21760.0
exp1_512h,512,2018-06-12,3,21283.0,21446.834,21308.0
exp1_512h,512,2018-06-12,4,21025.0,21355.145,21185.0
exp1_512h,512,2018-06-12,5,21397.0,21757.2,21662.0
exp1_512h,512,2018-06-12,6,22640.0,23150.664,23139.0
exp1_512h,512,2018-06-12,7,24887.0,25447.697,25580.0
exp1_512h,512,2018-06-12,8,26871.0,27697.04,27633.0
exp1_512h,512,2018-06-12,9,27842.0,29044.275,28677.0
exp1_512h,512,2018-06-12,10,28384.0,29840.129,29201.0
exp1_512h,512,2018-06-12,11,29007.0,30596.531,29622.0
exp1_512h,512,2018-06-12,12,29499.0,31299.365,29783.0
exp1_512h,512,2018-06-12,13,29996.0,31939.959,29852.0
exp1_512h,512,2018-06-12,14,30662.0,32566.717,29928.0
exp1_512h,512,2018-06-12,15,31204.0,32990.445,30044.0
exp1_512h,512,2018-06-12,16,31992.0,33786.508,30190.0
exp1_512h,512,2018-06-12,17,32803.0,34325.5,30567.0
exp1_512h,512,2018-06-12,18,33450.0,34566.316,30843.0
exp1_512h,512,2018-06-12,19,33088.0,34182.145,30509.0
exp1_512h,512,2018-06-12,20,32314.0,33726.27,29994.0
exp1_512h,512,2018-06-12,21,31913.0,33313.78,29858.0
exp1_512h,512,2018-06-12,22,31336.0,32125.479,29348.0
exp1_512h,512,2018-06-12,23,28938.0,29557.512,27099.0
exp1_512h,512,2018-06-13,0,26383.0,26454.738,24709.0
exp1_512h,512,2018-06-13,1,24466.0,24515.484,22918.0
exp1_512h,512,2018-06-13,2,23313.0,23092.867,21804.0
exp1_512h,512,2018-06-13,3,22716.0,22347.27,21283.0
exp1_512h,512,2018-06-13,4,22488.0,22097.262,21025.0
exp1_512h,512,2018-06-13,5,22903.0,22359.223,21397.0
exp1_512h,512,2018-06-13,6,24406.0,23449.65,22640.0
exp1_512h,512,2018-06-13,7,26915.0,25561.3,24887.0
exp1_512h,512,2018-06-13,8,29132.0,27642.34,26871.0
exp1_512h,512,2018-06-13,9,30450.0,28951.79,27842.0
exp1_512h,512,2018-06-13,10,31416.0,29707.322,28384.0
exp1_512h,512,2018-06-13,11,32626.0,30321.488,29007.0
exp1_512h,512,2018-06-13,12,33566.0,31096.965,29499.0
exp1_512h,512,2018-06-13,13,34313.0,31863.93,29996.0
exp1_512h,512,2018-06-13,14,35173.0,32632.104,30662.0
exp1_512h,512,2018-06-13,15,35843.0,33225.31,31204.0
exp1_512h,512,2018-06-13,16,36663.0,33925.863,31992.0
exp1_512h,512,2018-06-13,17,37337.0,34494.824,32803.0
exp1_512h,512,2018-06-13,18,38055.0,34604.13,33450.0
exp1_512h,512,2018-06-13,19,38072.0,34066.61,33088.0
exp1_512h,512,2018-06-13,20,37632.0,33398.453,32314.0
exp1_512h,512,2018-06-13,21,37539.0,32890.28,31913.0
exp1_512h,512,2018-06-13,22,37025.0,31554.754,31336.0
exp1_512h,512,2018-06-13,23,34370.0,28967.77,28938.0
exp1_512h,512,2018-06-14,0,31503.0,31386.266,26383.0
exp1_512h,512,2018-06-14,1,29047.0,28951.531,24466.0
exp1_512h,512,2018-06-14,2,27429.0,27047.363,23313.0
exp1_512h,512,2018-06-14,3,26217.0,25737.049,22716.0
exp1_512h,512,2018-06-14,4,25352.0,24986.695,22488.0
exp1_512h,512,2018-06-14,5,25320.0,25011.828,22903.0
exp1_512h,512,2018-06-14,6,26065.0,25857.41,24406.0
exp1_512h,512,2018-06-14,7,28298.0,27477.758,26915.0
exp1_512h,512,2018-06-14,8,30549.0,29163.453,29132.0
exp1_512h,512,2018-06-14,9,31815.0,29962.805,30450.0
exp1_512h,512,2018-06-14,10,32878.0,30563.055,31416.0
exp1_512h,512,2018-06-14,11,33807.0,30838.387,32626.0
exp1_512h,512,2018-06-14,12,34592.0,31173.398,33566.0
exp1_512h,512,2018-06-14,13,35323.0,31402.594,34313.0
exp1_512h,512,2018-06-14,14,36252.0,31719.328,35173.0
exp1_512h,512,2018-06-14,15,37261.0,32048.93,35843.0
exp1_512h,512,2018-06-14,16,38577.0,32312.922,36663.0
exp1_512h,512,2018-06-14,17,39727.0,32672.059,37337.0
exp1_512h,512,2018-06-14,18,40321.0,32944.86,38055.0
exp1_512h,512,2018-06-14,19,39785.0,32474.658,38072.0
exp1_512h,512,2018-06-14,20,38413.0,32076.133,37632.0
exp1_512h,512,2018-06-14,21,36816.0,31647.727,37539.0
exp1_512h,512,2018-06-14,22,35667.0,30732.91,37025.0
exp1_512h,512,2018-06-14,23,32587.0,28626.648,34370.0
exp1_512h,512,2018-06-15,0,29297.0,29719.715,31503.0
exp1_512h,512,2018-06-15,1,26626.0,27504.76,29047.0
exp1_512h,512,2018-06-15,2,24850.0,25844.844,27429.0
exp1_512h,512,2018-06-15,3,23698.0,24953.816,26217.0
exp1_512h,512,2018-06-15,4,23090.0,24354.98,25352.0
exp1_512h,512,2018-06-15,5,23161.0,24479.836,25320.0
